"id","basket_value","recency_days","citrus fruit","tropical fruit","whole milk","other vegetables","rolls/buns","chocolate","bottled water","yogurt","sausage","root vegetables","pastry","soda","cream","low_value_basket","medium_value_basket","high_value_basket","Cluster","cluster1","cluster2","cluster3","cluster4","cluster5"
8430,3.1,42,"no","no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","no",3,no,no,"yes",no,no
8432,5,38,"no","yes","no","yes","no","no","no","no","no","yes","no","no","no","no","yes","no",3,no,no,"yes",no,no
8433,1.5,73,"no","no","no","no","no","no","no","yes","no","no","no","no","no","yes","no","no",4,no,no,no,"yes",no
8434,9.9,21,"no","no","no","no","no","no","no","yes","no","yes","no","yes","no","no","no","yes",1,"yes",no,no,no,no
8436,5.8,69,"no","no","no","no","no","no","no","no","no","no","yes","yes","no","no","yes","no",4,no,no,no,"yes",no
8437,7.7,15,"no","no","no","yes","no","no","no","yes","yes","no","no","no","no","no","no","yes",1,"yes",no,no,no,no
8438,6.3,4,"no","no","no","no","no","no","yes","no","yes","no","no","no","no","no","no","yes",5,no,no,no,no,"yes"
8441,1.1,1,"yes","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
8442,3.9,49,"no","no","no","no","yes","no","no","no","no","no","no","yes","no","no","yes","no",2,no,"yes",no,no,no
8443,3.9,27,"no","no","no","no","yes","no","no","no","no","no","no","yes","no","no","yes","no",1,"yes",no,no,no,no
8444,3.5,31,"no","no","no","yes","yes","no","no","no","no","no","no","no","no","no","yes","no",3,no,no,"yes",no,no
8445,5.7,53,"no","no","yes","no","no","yes","yes","no","no","no","no","no","no","no","yes","no",2,no,"yes",no,no,no
8446,2.2,73,"no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","no","no",4,no,no,no,"yes",no
8447,12,11,"yes","no","yes","no","no","no","no","yes","no","no","no","no","no","no","no","yes",5,no,no,no,no,"yes"
8448,1.7,63,"no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","no","no",4,no,no,no,"yes",no
8449,1.6,56,"no","no","no","no","no","no","no","no","no","yes","no","no","no","yes","no","no",2,no,"yes",no,no,no
8451,1.2,3,"no","no","yes","no","no","no","no","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
8453,2.9,46,"no","no","yes","no","no","no","no","no","no","no","no","yes","no","no","yes","no",2,no,"yes",no,no,no
8454,12,69,"no","no","yes","no","no","no","no","no","no","yes","yes","no","no","no","no","yes",4,no,no,no,"yes",no
8456,6.5,5,"no","no","no","no","no","no","no","no","yes","yes","no","no","no","no","no","yes",5,no,no,no,no,"yes"
8459,4.8,49,"no","no","no","no","no","yes","no","no","no","no","no","yes","no","no","yes","no",2,no,"yes",no,no,no
8460,1.3,7,"no","no","no","yes","no","no","no","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
8462,4.6,43,"no","no","no","no","no","yes","no","yes","no","no","no","no","no","no","yes","no",3,no,no,"yes",no,no
8463,3.9,35,"no","no","no","no","yes","no","no","no","no","no","no","yes","no","no","yes","no",3,no,no,"yes",no,no
8464,1.7,62,"no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","no","no",2,no,"yes",no,no,no
8466,1.3,7,"no","no","no","yes","no","no","no","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
8468,9.1,69,"no","yes","yes","no","no","no","no","no","no","no","yes","yes","no","no","no","yes",4,no,no,no,"yes",no
8470,1.7,63,"no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","no","no",4,no,no,no,"yes",no
8471,1.3,7,"no","no","no","yes","no","no","no","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
8472,3.7,47,"no","no","no","no","yes","no","no","yes","no","no","no","no","no","no","yes","no",2,no,"yes",no,no,no
8473,7.9,16,"no","no","no","yes","no","no","no","yes","no","no","no","no","no","no","no","yes",1,"yes",no,no,no,no
8474,8.4,25,"no","no","no","yes","yes","no","no","no","yes","no","no","no","no","no","no","yes",1,"yes",no,no,no,no
8475,10,26,"no","no","no","no","no","no","no","no","yes","no","no","no","no","no","no","yes",1,"yes",no,no,no,no
8476,3.9,39,"no","no","no","no","yes","no","no","no","no","no","no","yes","no","no","yes","no",3,no,no,"yes",no,no
8477,3.1,44,"no","no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","no",3,no,no,"yes",no,no
8478,6.9,2,"no","yes","yes","no","yes","no","yes","no","no","no","no","no","no","no","no","yes",5,no,no,no,no,"yes"
8479,1.2,3,"no","no","yes","no","no","no","no","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
8482,6.1,25,"no","no","yes","no","no","no","no","no","yes","no","no","no","no","no","no","yes",1,"yes",no,no,no,no
8483,1.7,68,"no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","no","no",4,no,no,no,"yes",no
8484,2.1,66,"no","yes","no","no","no","no","no","no","no","no","no","no","no","yes","no","no",4,no,no,no,"yes",no
8486,1.7,64,"no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","no","no",4,no,no,no,"yes",no
8487,1.6,52,"no","no","no","no","no","no","no","no","no","yes","no","no","no","yes","no","no",2,no,"yes",no,no,no
8488,4.9,44,"no","no","no","no","no","no","no","no","yes","no","no","no","no","no","yes","no",3,no,no,"yes",no,no
8490,12,69,"no","no","yes","no","no","no","no","no","no","yes","yes","no","no","no","no","yes",4,no,no,no,"yes",no
8492,9,69,"no","no","no","no","no","no","no","no","yes","no","yes","no","no","no","no","yes",4,no,no,no,"yes",no
8493,3.7,28,"no","no","no","no","yes","no","no","yes","no","no","no","no","no","no","yes","no",1,"yes",no,no,no,no
8494,5.1,58,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no",2,no,"yes",no,no,no
8495,2.1,64,"no","yes","no","no","no","no","no","no","no","no","no","no","no","yes","no","no",4,no,no,no,"yes",no
8496,1.7,55,"no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","no","no",2,no,"yes",no,no,no
8497,9.6,5,"no","no","yes","no","no","no","no","no","no","yes","no","yes","no","no","no","yes",5,no,no,no,no,"yes"
8498,6.4,13,"no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","yes",5,no,no,no,no,"yes"
8499,1.7,65,"no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","no","no",4,no,no,no,"yes",no
8500,1.7,62,"no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","no","no",2,no,"yes",no,no,no
8501,1.5,53,"no","no","no","no","no","no","no","yes","no","no","no","no","no","yes","no","no",2,no,"yes",no,no,no
8502,3.1,46,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no",2,no,"yes",no,no,no
8503,8.2,18,"no","no","no","no","no","no","yes","no","no","no","no","yes","no","no","no","yes",1,"yes",no,no,no,no
8504,3.1,35,"no","no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","no",3,no,no,"yes",no,no
8505,4.1,49,"yes","no","no","no","no","no","yes","no","no","yes","no","no","no","no","yes","no",2,no,"yes",no,no,no
8506,4.5,35,"no","no","yes","no","no","no","no","no","no","yes","no","yes","no","no","yes","no",3,no,no,"yes",no,no
8507,6.1,18,"yes","yes","no","no","no","no","yes","yes","no","no","no","no","no","no","no","yes",1,"yes",no,no,no,no
8508,8.3,4,"no","no","yes","no","yes","no","no","no","yes","no","no","no","no","no","no","yes",5,no,no,no,no,"yes"
8509,8.1,6,"no","yes","no","no","no","no","yes","yes","no","no","no","no","no","no","no","yes",5,no,no,no,no,"yes"
8511,3.1,31,"no","no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","no",3,no,no,"yes",no,no
8512,1.5,52,"no","no","no","no","no","no","no","yes","no","no","no","no","no","yes","no","no",2,no,"yes",no,no,no
8513,5.1,53,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no",2,no,"yes",no,no,no
8514,1.2,3,"no","no","yes","no","no","no","no","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
8515,18.3,69,"yes","yes","no","yes","no","yes","no","no","yes","no","yes","yes","no","no","no","yes",4,no,no,no,"yes",no
8517,8.8,21,"no","no","no","no","yes","no","no","no","yes","no","no","yes","no","no","no","yes",1,"yes",no,no,no,no
8519,6.3,9,"no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","yes",5,no,no,no,no,"yes"
8520,4.1,69,"no","no","no","no","no","no","no","no","no","no","yes","no","no","no","yes","no",4,no,no,no,"yes",no
8522,6.6,3,"no","no","no","no","no","no","no","no","no","no","no","yes","no","no","no","yes",5,no,no,no,no,"yes"
8527,1.2,3,"no","no","yes","no","no","no","no","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
8528,8,6,"no","no","yes","no","no","no","no","no","no","no","no","yes","no","no","no","yes",5,no,no,no,no,"yes"
8529,8.5,5,"yes","no","yes","no","no","yes","no","yes","no","yes","no","no","no","no","no","yes",5,no,no,no,no,"yes"
8530,6.4,17,"no","yes","yes","no","no","yes","no","no","no","no","no","no","no","no","no","yes",1,"yes",no,no,no,no
8531,3.1,37,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no",3,no,no,"yes",no,no
8532,7.6,69,"no","no","no","yes","yes","no","no","no","no","no","yes","no","no","no","no","yes",4,no,no,no,"yes",no
8533,16.1,26,"no","yes","no","yes","no","no","yes","no","yes","yes","no","yes","no","no","no","yes",1,"yes",no,no,no,no
8534,4.6,36,"no","no","no","no","no","yes","no","yes","no","no","no","no","no","no","yes","no",3,no,no,"yes",no,no
8535,9.6,8,"no","no","yes","yes","yes","no","no","no","yes","no","no","no","no","no","no","yes",5,no,no,no,no,"yes"
8536,6.3,8,"yes","yes","no","no","no","no","yes","no","no","no","no","yes","no","no","no","yes",5,no,no,no,no,"yes"
8537,6.3,11,"no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","yes",5,no,no,no,no,"yes"
8538,6.4,21,"no","no","no","yes","no","no","no","no","no","no","no","no","no","no","no","yes",1,"yes",no,no,no,no
8539,1.7,55,"no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","no","no",2,no,"yes",no,no,no
8540,6.3,6,"no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","yes",5,no,no,no,no,"yes"
8541,4.8,45,"no","no","no","no","no","no","no","no","no","no","no","yes","no","no","yes","no",3,no,no,"yes",no,no
8542,1.4,9,"no","no","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
8543,3.9,42,"yes","no","no","yes","no","no","no","yes","no","no","no","no","no","no","yes","no",3,no,no,"yes",no,no
8545,2.6,64,"no","no","yes","no","no","no","yes","no","no","no","no","no","no","no","yes","no",4,no,no,no,"yes",no
8548,1.5,71,"no","no","no","no","no","no","no","yes","no","no","no","no","no","yes","no","no",4,no,no,no,"yes",no
8549,2.5,56,"no","no","yes","yes","no","no","no","no","no","no","no","no","no","no","yes","no",2,no,"yes",no,no,no
8550,2.2,66,"no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","no","no",4,no,no,no,"yes",no
8551,4.8,37,"no","no","no","no","no","no","no","no","no","no","no","yes","no","no","yes","no",3,no,no,"yes",no,no
8552,5.1,70,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no",4,no,no,no,"yes",no
8554,14.2,10,"yes","no","no","no","no","no","no","yes","yes","yes","no","no","no","no","no","yes",5,no,no,no,no,"yes"
8556,1.4,9,"no","no","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
8557,3.5,34,"no","yes","no","no","no","no","yes","no","no","no","no","no","no","no","yes","no",3,no,no,"yes",no,no
8560,9.1,4,"yes","no","yes","no","yes","yes","no","yes","no","no","no","no","no","no","no","yes",5,no,no,no,no,"yes"
8561,1.2,3,"no","no","yes","no","no","no","no","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
8563,3.3,50,"no","no","no","no","no","no","no","no","no","yes","no","yes","no","no","yes","no",2,no,"yes",no,no,no
8564,3,26,"no","no","no","yes","no","no","no","no","no","no","no","yes","no","no","yes","no",1,"yes",no,no,no,no
8565,1.3,7,"no","no","no","yes","no","no","no","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
8566,1.5,69,"no","no","no","no","no","no","no","yes","no","no","no","no","no","yes","no","no",4,no,no,no,"yes",no
8567,3.4,36,"no","no","yes","no","yes","no","no","no","no","no","no","no","no","no","yes","no",3,no,no,"yes",no,no
8569,2.1,65,"no","yes","no","no","no","no","no","no","no","no","no","no","no","yes","no","no",4,no,no,no,"yes",no
8570,7.2,13,"no","yes","no","no","yes","no","yes","yes","no","no","no","no","no","no","no","yes",5,no,no,no,no,"yes"
8573,2.1,71,"no","yes","no","no","no","no","no","no","no","no","no","no","no","yes","no","no",4,no,no,no,"yes",no
8574,10,22,"no","yes","no","yes","no","no","no","no","yes","no","no","yes","no","no","no","yes",1,"yes",no,no,no,no
8576,1.4,9,"no","no","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
8580,3.9,32,"no","no","no","no","yes","no","no","no","no","no","no","yes","no","no","yes","no",3,no,no,"yes",no,no
8581,5.8,69,"no","no","no","no","no","no","no","no","no","no","yes","yes","no","no","yes","no",4,no,no,no,"yes",no
8584,3.1,40,"no","no","no","no","no","no","yes","no","no","no","no","yes","no","no","yes","no",3,no,no,"yes",no,no
8585,13,69,"yes","no","yes","yes","yes","no","no","yes","no","yes","yes","no","no","no","no","yes",4,no,no,no,"yes",no
8586,7.4,14,"yes","no","yes","no","yes","no","yes","yes","no","no","no","no","no","no","no","yes",1,"yes",no,no,no,no
8587,2.2,60,"no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","no","no",2,no,"yes",no,no,no
8590,2.6,54,"no","no","yes","no","no","no","yes","no","no","no","no","no","no","no","yes","no",2,no,"yes",no,no,no
8591,9.4,15,"no","no","yes","no","yes","yes","yes","yes","no","no","no","no","no","no","no","yes",1,"yes",no,no,no,no
8592,1.2,3,"no","no","yes","no","no","no","no","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
8593,10.6,5,"no","yes","yes","no","yes","no","no","no","no","no","no","no","no","no","no","yes",5,no,no,no,no,"yes"
8594,2.5,66,"yes","no","no","no","no","no","yes","no","no","no","no","no","no","no","yes","no",4,no,no,no,"yes",no
8596,2.2,70,"no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","no","no",4,no,no,no,"yes",no
8597,3.4,46,"no","no","yes","no","yes","no","no","no","no","no","no","no","no","no","yes","no",2,no,"yes",no,no,no
8598,6.3,9,"no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","yes",5,no,no,no,no,"yes"
8600,7.2,14,"yes","yes","yes","yes","no","no","no","yes","no","no","no","no","no","no","no","yes",1,"yes",no,no,no,no
8602,4.7,28,"no","no","no","no","no","no","no","no","no","yes","no","no","no","no","yes","no",1,"yes",no,no,no,no
8603,5.8,67,"no","no","yes","yes","no","no","no","no","no","yes","no","yes","no","no","yes","no",4,no,no,no,"yes",no
8604,4.1,28,"no","no","yes","yes","no","no","no","no","no","yes","no","no","no","no","yes","no",1,"yes",no,no,no,no
8607,12.8,69,"no","no","no","no","yes","no","yes","no","no","no","yes","no","no","no","no","yes",4,no,no,no,"yes",no
8608,5.1,75,"no","no","no","no","no","no","no","no","no","no","no","no","no","no","yes","no",4,no,no,no,"yes",no
8609,2.7,51,"yes","no","no","no","no","no","no","no","no","yes","no","no","no","no","yes","no",2,no,"yes",no,no,no
8610,6.6,69,"no","no","yes","yes","no","no","no","no","no","no","yes","no","no","no","no","yes",4,no,no,no,"yes",no
8611,10.2,4,"no","no","no","yes","yes","no","no","no","no","yes","no","no","no","no","no","yes",5,no,no,no,no,"yes"
8612,10.7,69,"no","no","no","no","no","no","no","yes","no","no","yes","no","no","no","no","yes",4,no,no,no,"yes",no
8613,7.1,19,"no","no","no","no","yes","no","no","no","yes","no","no","no","no","no","no","yes",1,"yes",no,no,no,no
8616,13.7,9,"yes","yes","yes","yes","no","no","no","yes","yes","yes","no","no","no","no","no","yes",5,no,no,no,no,"yes"
8617,1.4,9,"no","no","no","no","no","no","yes","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
8620,8.9,3,"no","yes","no","no","yes","yes","no","yes","no","no","no","no","no","no","no","yes",5,no,no,no,no,"yes"
8621,1.5,76,"no","no","no","no","no","no","no","yes","no","no","no","no","no","yes","no","no",4,no,no,no,"yes",no
8623,2.2,59,"no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","no","no",2,no,"yes",no,no,no
8624,1.7,61,"no","no","no","no","no","no","no","no","no","no","no","yes","no","yes","no","no",2,no,"yes",no,no,no
8626,6.7,11,"no","no","no","no","no","no","no","no","no","yes","no","no","no","no","no","yes",5,no,no,no,no,"yes"
8627,3.3,36,"no","yes","yes","no","no","no","no","no","no","no","no","no","no","no","yes","no",3,no,no,"yes",no,no
8628,6.3,16,"no","no","yes","no","no","no","no","no","no","no","no","no","no","no","no","yes",1,"yes",no,no,no,no
8629,3.4,32,"no","yes","no","yes","no","no","no","no","no","no","no","no","no","no","yes","no",3,no,no,"yes",no,no
8630,2.1,54,"no","yes","no","no","no","no","no","no","no","no","no","no","no","yes","no","no",2,no,"yes",no,no,no
8631,3.9,39,"no","no","no","no","yes","no","no","no","no","no","no","yes","no","no","yes","no",3,no,no,"yes",no,no
8633,9.2,16,"yes","no","no","no","no","no","no","yes","yes","no","no","yes","no","no","no","yes",1,"yes",no,no,no,no
8634,11.8,7,"no","yes","no","no","no","no","no","no","yes","no","no","yes","no","no","no","yes",5,no,no,no,no,"yes"
8637,1.5,55,"no","no","no","no","no","no","no","yes","no","no","no","no","no","yes","no","no",2,no,"yes",no,no,no
8638,11.3,24,"no","no","no","yes","no","no","no","no","yes","no","no","no","no","no","no","yes",1,"yes",no,no,no,no
8639,1.1,1,"yes","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
8640,7.4,17,"yes","no","yes","no","yes","no","yes","yes","no","no","no","no","no","no","no","yes",1,"yes",no,no,no,no
8641,2.2,68,"no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","no","no",4,no,no,no,"yes",no
8642,5.3,69,"no","no","yes","no","no","no","no","no","no","no","yes","no","no","no","yes","no",4,no,no,no,"yes",no
8643,9.1,3,"no","no","yes","yes","no","no","no","yes","no","no","no","no","no","no","no","yes",5,no,no,no,no,"yes"
8644,1.1,1,"yes","no","no","no","no","no","no","no","no","no","no","no","no","yes","no","no",5,no,no,no,no,"yes"
8645,8.2,69,"no","no","yes","yes","no","no","no","no","no","yes","yes","no","no","no","no","yes",4,no,no,no,"yes",no
8646,2.2,60,"no","no","no","no","yes","no","no","no","no","no","no","no","no","yes","no","no",2,no,"yes",no,no,no
